dataset,reticulations,rank,log_probability,network
zoo,2,7,-13994497.18239141,"((Zootoca_vivipara:1.9666899331891763,Lacerta_agilis:0.1270627556624384):4.332850225996294,(((Podarcis_siculus:1.5596666649946593)#H1:0.9705182565179786::0.4881879493674983,(((Podarcis_liolepis:0.9766658768355059,(Podarcis_bocagei:12.881377176113205,Podarcis_vaucheri:3.140335882152674):0.17088349676714637):2.376099374640634)#H2:0.2695153082909958::0.751952650302543,Podarcis_muralis:3.6723571185672252):2.780407805943627):0.2521539034693199,(#H1:1.0::0.5118120506325017,(((Podarcis_raffonei:2.647019782173601,Podarcis_filfolensis:1.0398717287427868):0.5548506080814963,((Podarcis_cretensis:3.149010914260927,Podarcis_erhardii:3.665449869606184E-4):2.2597618976260203,(Podarcis_gaigeae:1.9208159142608343,Podarcis_melisellensis:5.054890163305618):1.1158979706778889):0.851704151068401):0.32080069105242737,(Podarcis_tiliguerta:8.261724818183279,(Podarcis_pityusensis:0.8854607838795996,#H2:1.1445710706065702::0.248047349697457):1.7235946348181277):0.7889761777436864):0.18617214542687116):0.11089193136712115):4.791546588719199);"
zoo,2,8,-13995163.499021828,"((Zootoca_vivipara:1.714559101931088,Lacerta_agilis:0.9899479899796724):5.002154422640459,((Podarcis_siculus:1.925413906429593,(Podarcis_muralis:2.73304846386565,(((Podarcis_tiliguerta:1.5437117835342038,Podarcis_pityusensis:4.054582775604084):0.18825365563467056)#H1:0.026485457035531623::0.1378534005777164,(Podarcis_bocagei:2.7503986343066362,(Podarcis_liolepis:5.215674201395111,Podarcis_vaucheri:3.158904279979102):0.14467890017502913):0.8645426639023364):1.4869275314493209):1.1183819550135166):0.08130332833197097,(((Podarcis_filfolensis:1.8998801226553041,Podarcis_raffonei:0.6181041422724598):0.601516567728829,((Podarcis_melisellensis:3.7211725345864073,Podarcis_gaigeae:2.1097099178273817):1.26440263746652,(Podarcis_erhardii:1.2674338238727825,Podarcis_cretensis:1.7968320741601929):1.5599332409452895):0.8417341539466441):0.25698804299980643,#H1:0.8644101449140961::0.8621465994222837):0.3044283662168629):4.897733541755607);"
zoo,2,9,-13995439.874960642,"((Lacerta_agilis:1.6801201746481693,Zootoca_vivipara:2.688461315404246):3.8549540412552656,(((Podarcis_muralis:10.156196902115862,((Podarcis_liolepis:2.3389604382737392,(Podarcis_bocagei:0.12545715439855504,Podarcis_vaucheri:1.5739282852190568):0.4016784043886541):2.3747158790036655)#H1:2.2507510484147395::0.605980586845384):2.8137802371682157,(((Podarcis_pityusensis:1.2330019296422872,Podarcis_tiliguerta:0.41189242104532964):0.5546076264894878)#H2:1.3532694878143288::0.36725456100645343,#H1:3.5019604231075143::0.39401941315461597):1.2018424978213424):0.2751952457108786,(Podarcis_siculus:4.647321663532097,(((Podarcis_filfolensis:0.1480165415279057,Podarcis_raffonei:3.6911527579731542):0.5308734539963123,((Podarcis_gaigeae:1.9088077937197063,Podarcis_melisellensis:1.7882999268154438):1.1178610288076842,(Podarcis_erhardii:1.7158706665998764,Podarcis_cretensis:0.27124822206242527):1.3054464034485316):0.8606040764865468):0.07789687842749624,#H2:0.2780171994018385::0.6327454389935465):0.4988453989027747):9.110328211144603E-4):4.858184746620396);"
zoo,2,10,-13995715.768724047,"((Lacerta_agilis:0.1270627556624384,Zootoca_vivipara:1.9666899331891763):4.395136238740171,(((Podarcis_tiliguerta:4.601231108067244)#H1:1.0::0.19905797604351327,((((Podarcis_erhardii:3.665449869606184E-4,Podarcis_cretensis:3.149010914260927):2.241051549540196,(Podarcis_gaigeae:1.9208159142608343,Podarcis_melisellensis:5.054890163305618):1.0631937668413223):0.831893417476492,(Podarcis_filfolensis:1.0398717287427868,Podarcis_raffonei:2.647019782173601):0.5141933416328258):0.2543255180844626,(#H1:3.6604937101160337::0.8009420239564867,((((Podarcis_bocagei:12.881377176113205,Podarcis_vaucheri:3.140335882152674):0.44599262597562817,Podarcis_liolepis:0.9766658768355059):2.386594438682459)#H2:0.8493049389714563::0.24018831950458294,Podarcis_pityusensis:0.8854607838795996):1.6717155767970746):0.8427864858438237):0.14234910160455175):0.1866315533575726,(Podarcis_siculus:2.530184921512638,(Podarcis_muralis:3.6723571185672252,#H2:0.14552396907616463::0.759811680495417):2.614030430846841):0.12381439233732379):4.759116667699776);"
zoo,3,1,-13964440.930914765,"((Zootoca_vivipara:3.1575786772352314,Lacerta_agilis:0.007026818895586706):3.503120859957739,(((((Podarcis_cretensis:6.987470956816114,Podarcis_erhardii:7.944798465468173):1.8958212260563392,(Podarcis_gaigeae:6.2529328222224585,Podarcis_melisellensis:2.010618361413497):1.6047787705057563):0.18485166678039114)#H1:5.106632381680237::0.7254146591536677,(((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.41478470237173326)#H2:0.25647061451986053::0.8349007282036675,((Podarcis_raffonei:1.7000611833401198)#H3:0.3779399497602668::0.8131654962722344,(#H1:1.2320712495928512::0.27458534084633235,Podarcis_filfolensis:7.936996159250791):0.7156923132780353):2.9574852673634533):0.05965032015052614):0.3344375569956119,((Podarcis_siculus:0.8830019603145827,#H3:0.16428955048019322::0.18683450372776556):0.6492427889079149,(Podarcis_muralis:1.2426410914265045,((Podarcis_liolepis:0.08313947339383364,(Podarcis_vaucheri:5.658777619497666,Podarcis_bocagei:1.9939652880759202):0.23629782479371253):0.7116667214766711,#H2:3.266748646081592::0.16509927179633255):1.5858233225339458):1.0393060693689753):0.12105946766825146):4.7489199606789265);"
zoo,3,2,-13966070.717808763,"((Zootoca_vivipara:3.1575786772352314,Lacerta_agilis:0.007026818895586706):4.239399566553271,(((((Podarcis_erhardii:7.944798465468173,Podarcis_cretensis:6.987470956816114):1.669551142507175,(Podarcis_gaigeae:6.2529328222224585,Podarcis_melisellensis:2.010618361413497):1.188989188619465):0.18114691738144512)#H1:5.3807951161376515::0.7393234241007322,(((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.2571604177097189)#H2:0.6522299007035988::0.8296446771058674,(Podarcis_filfolensis:7.936996159250791,(#H1:2.826616996705241::0.26067657589926785,(Podarcis_raffonei:1.7000611833401198)#H3:0.3779399497602668::0.7772386213928866):0.030658662156684956):2.4161747538474576):0.15889760030246253):0.31518299051734694,((Podarcis_siculus:1.6946127879119353,#H3:0.16428955048019322::0.22276137860711342):0.35424763850491725,(Podarcis_muralis:1.2426410914265045,(((Podarcis_vaucheri:5.658777619497666,Podarcis_liolepis:0.05485787710144702):0.01871620772261682,Podarcis_bocagei:2.196926658202218):0.5012407318722726,#H2:2.79798142060607::0.17035532289413258):2.0461251682181354):0.9794484206642614):0.12644971182667747):4.508680913887274);"
zoo,3,3,-13970100.407517398,"((Zootoca_vivipara:3.1575786772352314,Lacerta_agilis:0.007026818895586706):4.535406722551891,((Podarcis_siculus:1.8880178344669303,((Podarcis_raffonei:1.7000611833401198)#H1:0.16428955048019322::0.28851407957371755,(Podarcis_muralis:1.2426410914265045,((Podarcis_liolepis:0.22918797213720452,Podarcis_bocagei:2.0599463917553327):0.04627116944385354,(Podarcis_vaucheri:5.658777619497666,((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.40426928807472184)#H2:3.269780997298789::0.11854238236800152):0.007869301224338687):2.4566521232444956):0.9755677103177209):0.10918032980182549):0.0933942856054291,((((Podarcis_erhardii:7.944798465468173,Podarcis_cretensis:6.987470956816114):1.8145069207297768,(Podarcis_melisellensis:2.010618361413497,Podarcis_gaigeae:6.2529328222224585):1.6092753642043396):0.45010139434259844)#H3:4.995841331873121::0.571783311971202,(#H2:0.23727540285791313::0.8814576176319985,(#H3:1.0254046643833206::0.428216688028798,(Podarcis_filfolensis:7.936996159250791,#H1:0.14754802042945203::0.7114859204262824):0.8214477270154662):1.4674005436568531):0.1578815894482309):0.2730566171025291):4.453940295030289);"
zoo,3,4,-13970206.527292825,"((Lacerta_agilis:0.007026818895586706,Zootoca_vivipara:3.1575786772352314):4.610585952360221,(((Podarcis_raffonei:1.7000611833401198)#H1:0.5021377109690435::0.42488153245038063,((((Podarcis_erhardii:7.944798465468173,Podarcis_cretensis:6.987470956816114):1.748794565427658,(Podarcis_melisellensis:2.010618361413497,Podarcis_gaigeae:6.2529328222224585):1.594370379038998):0.3186943892459097)#H2:5.213366908961932::0.6322037647016607,(((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.026847409539935044)#H3:1.5326969756247553::0.8472595794339551,(#H2:2.657516196698044::0.3677962352983392,(#H1:0.3779399497602668::0.5751184675496194,Podarcis_filfolensis:0.6973022493176293):7.197127838984852):1.844955945599302):0.1305248452733785):0.09981074086285992):0.17564794270973277,(Podarcis_siculus:1.8115803430474418,(Podarcis_muralis:1.2426410914265045,(#H3:1.8605932842244524::0.15274042056604487,((Podarcis_bocagei:2.1969266582022184,Podarcis_vaucheri:5.9349744380458755):0.26711976406182547,Podarcis_liolepis:0.9042292830237786):0.6458020414924002):1.3916338027254482):1.1042546642307165):0.06931545013373265):4.617240929668244);"
zoo,3,5,-13970255.790976578,"((Zootoca_vivipara:3.1575786772352314,Lacerta_agilis:0.007026818895586706):4.997299456149001,((Podarcis_siculus:1.8880178344669303,((Podarcis_raffonei:1.7000611833401198)#H1:0.16428955048019322::0.17943973083352976,(Podarcis_muralis:1.2426410914265045,((Podarcis_vaucheri:5.094601651219131,Podarcis_bocagei:2.0599463917553327):0.27163192201480446,(Podarcis_liolepis:0.011532197919541985,((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.350180238470148)#H2:2.6901964349452703::0.15248258661104608):0.17909000682321297):2.3895257435532744):0.9626059364498187):0.24207127380445875):0.09080499009557955,((((Podarcis_erhardii:7.944798465468173,Podarcis_cretensis:6.987470956816114):1.3853724669797398,(Podarcis_melisellensis:2.010618361413497,Podarcis_gaigeae:6.2529328222224585):1.5819318353245675):0.6704425852780305)#H3:4.763335105173148::0.3956100202012095,(#H2:0.29783210015687495::0.8475174133889539,(#H3:0.45979620863958587::0.6043899797987905,(Podarcis_filfolensis:7.936996159250791,#H1:0.14754802042945203::0.8205602691664702):1.0056103494418447):0.7357902402404094):0.40267293975935353):0.11521598678119285):4.401108353502018);"
zoo,3,6,-13970976.32738872,"((Zootoca_vivipara:3.1575786772352314,Lacerta_agilis:0.007026818895586706):5.346456948181346,(((Podarcis_siculus:1.2790772813931937,(Podarcis_raffonei:1.7000611833401198)#H1:0.5021377109690435::0.3079845183208223):0.1657837882718714,(Podarcis_muralis:1.2426410914265045,(((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.3202272559999102)#H2:2.715850970161839::0.15814093560620002,((Podarcis_vaucheri:5.917726093584694,Podarcis_bocagei:2.4044473394536476):0.38782492148102016,Podarcis_liolepis:1.0743811677726913):0.9089792426850757):1.2001307065956168):1.0352857712486305):0.12353769484771897,((((Podarcis_melisellensis:2.010618361413497,Podarcis_gaigeae:6.2529328222224585):1.5026826843250678,(Podarcis_cretensis:6.987470956816114,Podarcis_erhardii:7.944798465468173):2.1066578379487004):0.5254056009381634)#H3:4.621639231579949::0.3857155284762501,(#H2:0.3105843527936772::0.8418590643938,(#H3:1.5116672914741427::0.6142844715237499,(Podarcis_filfolensis:0.6973022493176293,#H1:0.3779399497602668::0.6920154816791777):7.607679512505521):0.8991725333492628):0.34523743622967756):0.11618182578065595):4.752515634408078);"
zoo,3,7,-13972002.846946314,"((Lacerta_agilis:0.6106555640744502,Zootoca_vivipara:1.978937588727256):5.855583597136542,((((Podarcis_pityusensis:1.6742165702899046,Podarcis_tiliguerta:1.4796636412735702):0.2197341338522052)#H1:1.061979284178133::0.8029168046575952,(((Podarcis_erhardii:0.07100110770950752,Podarcis_cretensis:1.4824741401891006):1.763461688534998,((Podarcis_gaigeae:0.14957515733655116)#H2:1.0::0.4306261334942766,(Podarcis_melisellensis:1.501737034300648,#H2:0.024859861013686733::0.5693738665057234):0.02116366495198041):1.610977430865571):0.8698181566402653,((Podarcis_raffonei:2.749571239914264)#H3:0.5611153437706436::0.9033949342892891,Podarcis_filfolensis:4.143215014619329):0.8478658005020338):0.1970686038312372):0.4287120818911609,(Podarcis_siculus:3.827868744052111,(Podarcis_muralis:5.3351579597398455,((Podarcis_liolepis:8.517318458747052,(Podarcis_bocagei:1.0017991216658204,Podarcis_vaucheri:0.2026292969234613):0.4056412805843332):1.4335335302044578,(#H1:2.262282175543147::0.19708319534240484,#H3:0.8148447603431631::0.09660506571071092):0.9105105532577729):0.7658423376262355):1.129405046971463):0.08212196875186162):4.519000276305466);"
zoo,3,8,-13974416.643700596,"((Lacerta_agilis:0.007026818895586706,Zootoca_vivipara:3.1575786772352314):4.000689288347861,((Podarcis_siculus:1.8880178344669303,((Podarcis_raffonei:1.7000611833401198)#H1:0.16428955048019322::0.23493557706646012,(Podarcis_muralis:1.2426410914265045,((Podarcis_vaucheri:5.658777619497666,(Podarcis_bocagei:2.0599463917553327,Podarcis_liolepis:0.08313947339383364):0.15126037748097176):0.4162173059466061,((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.36694355000694007)#H2:3.2936747969538276::0.1637524710132452):1.8761048291777176):0.7857500903475042):0.3563398533675462):0.09985152746766501,((((Podarcis_gaigeae:6.2529328222224585,Podarcis_melisellensis:2.010618361413497):1.5240018228221162,(Podarcis_cretensis:6.987470956816114,Podarcis_erhardii:7.944798465468173):2.0130591091269214):0.4447397401597044)#H3:4.986709611704136::0.6506803969308845,(#H2:0.4601516136052861::0.8362475289867548,(#H1:0.3779399497602668::0.7650644229335399,(#H3:0.2669852940391068::0.34931960306911547,Podarcis_filfolensis:7.936996159250791):0.4367134989708932):2.1013549502532998):0.1744028719191142):0.27102574772843707):4.172393598361699);"
zoo,3,9,-13975863.611375276,"((Lacerta_agilis:0.007026818895586706,Zootoca_vivipara:3.1575786772352314):4.85770918261267,(((((Podarcis_cretensis:6.987470956816114,Podarcis_erhardii:7.944798465468173):1.5678913648846469,(Podarcis_melisellensis:2.010618361413497,Podarcis_gaigeae:6.2529328222224585):1.3995346549126866):0.5685124111768194)#H1:5.046786046771982::0.37089882380228234,(((Podarcis_pityusensis:1.7627101406992205,Podarcis_tiliguerta:1.0594508908364404):0.24403649655880938)#H2:0.36191549804644724::0.8906535780307481,(#H1:0.7625563127094661::0.6291011761977177,(Podarcis_filfolensis:7.936996159250791,(Podarcis_raffonei:1.7000611833401198)#H3:0.14754802042945203::0.812240636182825):0.9283567421347955):0.7004812755705977):0.30093329584042194):0.1228771031652562,(Podarcis_siculus:1.8880178344669303,(#H3:0.16428955048019322::0.18775936381717495,(Podarcis_muralis:1.2426410914265045,(Podarcis_vaucheri:5.704183622023104,(Podarcis_bocagei:2.0599463917553327,(Podarcis_liolepis:0.011532197919541985,#H2:2.90822825254574::0.10934642196925193):0.20791896507753332):0.014687631226695703):2.303958206543654):0.9406334246741883):0.2892212167087202):0.06461520682138436):4.298276999996978);"
zoo,3,10,-13976235.224521447,"((Lacerta_agilis:0.007026818895586706,Zootoca_vivipara:3.1575786772352314):4.082922319554442,((Podarcis_siculus:1.8880178344669303,((Podarcis_raffonei:1.7000611833401198)#H1:0.16428955048019322::0.16943438779884293,(Podarcis_muralis:1.2426410914265045,((Podarcis_bocagei:2.0599463917553327,(Podarcis_liolepis:0.18374807338991825,Podarcis_vaucheri:5.658777619497666):0.0769120022695865):0.14365522373742648,((Podarcis_tiliguerta:1.0594508908364404,Podarcis_pityusensis:1.7627101406992205):0.45020915756602753)#H2:3.2059354685678896::0.15954361778634107):2.2380627930513217):0.8869072565247159):0.2793018252968412):0.08861012758114167,((((Podarcis_erhardii:7.944798465468173,Podarcis_cretensis:6.987470956816114):1.893143398063922,(Podarcis_melisellensis:2.010618361413497,Podarcis_gaigeae:6.2529328222224585):1.5334898130589363):0.37628252412972646)#H3:4.938853473181058::0.6381852909703298,(#H2:0.12301960752938651::0.8404563822136589,(#H1:0.3779399497602668::0.8305656122011571,(Podarcis_filfolensis:7.936996159250791,#H3:0.5571050790101341::0.36181470902967017):0.7555364803082988):1.980355094651421):0.14651724871236077):0.2430705723793402):4.371390053966865);"
