dataset,reticulations,rank,log_probability,network
lac,3,1,-13951139.542227075,"((Lacerta_agilis:2.961163713919606,Zootoca_vivipara:0.4123179130863017):4.19842774184702,((((Podarcis_tiliguerta:7.381475811433578,(Podarcis_pityusensis:0.8228513008041787,((Podarcis_liolepis:1.4016252215246423,(Podarcis_bocagei:0.1545892387583898,Podarcis_vaucheri:2.4733759563520827):0.19178987322794366):2.3366334939617484)#H2:7.581626340134517::0.19496713496966067):0.40239827845681175):0.1316062108866206)#H1:2.745056523609813::0.7198240043071291,((Podarcis_raffonei:0.7121900193160666,(Podarcis_filfolensis:3.087450492856332)#H3:1.090864850462075::0.643405712986387):1.6672217242094425,(#H3:0.31073522884762783::0.35659428701361295,((Podarcis_gaigeae:2.5129950595364337,Podarcis_melisellensis:4.394624908367552):1.199387464061934,(Podarcis_cretensis:4.63207442836991,Podarcis_erhardii:2.090711044075686):1.4014494694546473):0.633212569931883):0.3670271631490779):0.08592593537272229):0.43792188733781756,(Podarcis_siculus:1.4786251375996584,(#H1:0.3340941905531657::0.2801759956928709,(Podarcis_muralis:3.9911057093108697,#H2:0.9258884642851727::0.8050328650303393):1.9145929435340145):0.13939761238524528):0.09919112861648607):4.5070160204624585);"
lac,3,2,-13958379.689422918,"((Lacerta_agilis:0.00193264498751266,Zootoca_vivipara:2.3074924879782435):3.870114584368072,(((Podarcis_siculus:2.697839632502279,(Podarcis_muralis:0.8198458110985942,((Podarcis_vaucheri:0.24116857366294864,(Podarcis_bocagei:0.7593797099213844,Podarcis_liolepis:0.02370175947543346):0.0019453310768498683):2.2590476378125564)#H1:5.311647806182065::0.6379404100034134):6.423493476978678):0.023074290586092807,((Podarcis_raffonei:0.8258291731606306)#H2:0.12163844133100196::0.19649777079813321,(#H1:3.452177833553821::0.3620595899965866,((Podarcis_tiliguerta:1.8525052012113785,Podarcis_pityusensis:1.699341631086086):0.23921186427452712)#H3:0.6463407391580948::0.4712505950392918):2.5353520899056456):1.579763527151274):0.06586587326595633,(#H3:2.007245135551072::0.5287494049607082,(((Podarcis_gaigeae:5.633436360397209,Podarcis_melisellensis:0.8135332446141295):1.5114898622067428,(Podarcis_cretensis:1.771797583638203,Podarcis_erhardii:1.429543733056696):1.7918225247630315):0.6433312373209712,(Podarcis_filfolensis:1.674344822548305,#H2:0.3257208928151978::0.8035022292018668):1.9003117755231047):0.1465735227403412):0.5786113278499799):4.990084407863112);"
lac,3,3,-13962852.057937223,"((Lacerta_agilis:1.5664947153065292,Zootoca_vivipara:2.056012416133536):3.7042460879983996,(((((Podarcis_bocagei:0.021682126132947545,Podarcis_liolepis:4.580579973963859):0.024242407335835672,Podarcis_vaucheri:0.32453050036166176):1.5267646749862833,((Podarcis_tiliguerta:1.4762330583568861,Podarcis_pityusensis:1.3669208714937255):0.16666976904537067)#H1:0.2096215696195414::0.1635290021502005):0.8081589052291142,((Podarcis_raffonei:0.37723057008595795)#H2:5.549345413883534::0.07910568567926579,Podarcis_muralis:0.4392071943830985):0.6715652122904914):1.2103290887535565,(Podarcis_siculus:3.5015258650648997,(#H1:0.796499896134573::0.8364709978497995,(((Podarcis_filfolensis:1.0159774371126105,#H2:4.665095459766917::0.9208943143207342):0.5465149826084351)#H3:0.6482743169489661::0.5009383156722197,(#H3:0.6358300066670257::0.4990616843277803,((Podarcis_cretensis:0.10775424479687834,Podarcis_erhardii:2.9179053958884227):1.7395090897095282,(Podarcis_melisellensis:3.448311944646857,Podarcis_gaigeae:0.2716352713813402):1.4555626859211939):0.7357890501839751):0.11233136224861065):0.18662890094981774):0.35882862872325716):0.005828750876365407):4.295786662716791);"
lac,3,4,-13964224.388853699,"((Zootoca_vivipara:2.056012416133536,Lacerta_agilis:1.5664947153065292):3.6922998188661644,(((((Podarcis_pityusensis:1.3669208714937255,Podarcis_tiliguerta:1.4762330583568861):0.12404990524309806)#H1:0.1989121335692649::0.1820063251150531,((Podarcis_bocagei:0.021682126132947545,Podarcis_liolepis:4.580579973963859):0.050210658266737485,Podarcis_vaucheri:0.32453050036166176):1.1866627439651394):0.8051644327546772,(Podarcis_muralis:0.4392071943830985,((Podarcis_raffonei:0.37723057008595795)#H3:3.693359623234909::0.2070465879011667)#H2:1.8559857906486248::0.4693507799699883):0.16884717019415543):1.29295203186626,(Podarcis_siculus:3.5015258650648997,(#H1:1.1875027825712197::0.8179936748849469,(#H2:1.0::0.5306492200300117,(((Podarcis_cretensis:0.10775424479687834,Podarcis_erhardii:2.9179053958884227):1.5963073164113857,(Podarcis_melisellensis:3.448311944646857,Podarcis_gaigeae:0.2716352713813402):1.178033085670153):0.7711334212032629,(#H3:4.665095459766917::0.7929534120988333,Podarcis_filfolensis:1.0159774371126105):1.4043781647928044):0.12320527877415732):0.13667222387281192):0.3637277360002948):0.00372790191310508):4.613712717937394);"
lac,3,5,-13964540.277245048,"((Lacerta_agilis:0.00193264498751266,Zootoca_vivipara:2.3074924879782435):4.269564976908159,((((Podarcis_pityusensis:1.631457283401867,Podarcis_tiliguerta:2.0300584311136145):0.2903264805252335)#H1:0.4091449162704225::0.8535280590650686,(((Podarcis_melisellensis:0.8135332446141295,Podarcis_gaigeae:5.633436360397209):0.9244593308410306,(Podarcis_cretensis:1.771797583638203,Podarcis_erhardii:1.429543733056696):1.7120776068649468):0.8499122750565896,((Podarcis_raffonei:0.027823227810105156)#H2:1.5229591495509567::0.896154315375612,Podarcis_filfolensis:1.674344822548305):0.7031205677201613):0.23298808224181353):0.3676029849229634,(Podarcis_siculus:2.697839632502279,(((#H1:1.1177020064948993::0.14647194093493143,((Podarcis_vaucheri:0.3002125390016156,Podarcis_bocagei:0.07989827655925943):0.52732642230512,Podarcis_liolepis:0.16875447884562397):0.4758732614583655):1.7841966629929247)#H3:4.206664129369162::0.604295660582358,(Podarcis_muralis:0.9125076948197688,(#H2:0.12095425845350166::0.10384568462438803,#H3:0.15943103862077695::0.39570433941764205):8.887199382968507):8.186981714171926):0.49121793644281886):0.10437875367590792):4.241519284693328);"
lac,3,6,-13966381.256826954,"((Lacerta_agilis:2.961163713919606,Zootoca_vivipara:0.4123179130863017):4.909605112676788,((Podarcis_siculus:1.4786251375996584,(((Podarcis_tiliguerta:7.381475811433578,(Podarcis_pityusensis:0.8228513008041787,((Podarcis_liolepis:1.4016252215246423,(Podarcis_vaucheri:2.4733759563520827,Podarcis_bocagei:0.1545892387583898):0.4317583952243964):2.2958257944240485)#H2:6.254879327650774::0.22948942873744738):0.45179261215269123):0.21099154265426956)#H1:0.2546275561047847::0.3245315019679931,(#H2:0.4728033304904224::0.7705105712625526,Podarcis_muralis:3.9911057093108697):2.0435412432691193):0.058877772667845364):0.07996054045559249,(((Podarcis_raffonei:0.7121900193160666,Podarcis_filfolensis:4.178315343318407):0.8299770420985052,((Podarcis_melisellensis:4.394624908367552,Podarcis_gaigeae:2.5129950595364337):1.4795157739222944,(Podarcis_cretensis:4.63207442836991,Podarcis_erhardii:2.090711044075686):1.476598623956549):0.8667818142559205):0.11594126387228396,#H1:2.681136643517285::0.6754684980320069):0.4973792363804296):4.314227023222634);"
lac,3,7,-13966495.03075174,"((Lacerta_agilis:1.5664947153065292,Zootoca_vivipara:2.056012416133536):3.454758198089528,(((Podarcis_raffonei:0.37723057008595795)#H1:5.739797845098518::0.16634803275477195,(Podarcis_muralis:1.0186497620551376,(((Podarcis_vaucheri:0.32453050036166176,Podarcis_bocagei:0.21156986334169126):0.601690096023608,Podarcis_liolepis:4.613570780895197):0.37395778291757054,((Podarcis_pityusensis:1.3669208714937255,Podarcis_tiliguerta:1.4762330583568861):0.08028381879991567)#H2:0.8417765908130151::0.185212428152701):1.716636874365395):0.3344881242676625):0.8451179377471907,(Podarcis_siculus:3.5015258650648997,(#H2:1.3211990892538388::0.814787571847299,(((Podarcis_melisellensis:3.448311944646857,Podarcis_gaigeae:0.2716352713813402):1.2158677246193,(Podarcis_cretensis:0.10775424479687834,Podarcis_erhardii:2.9179053958884227):2.2260033011132756):0.7677280129346475,(#H1:4.665095459766917::0.833651967245228,Podarcis_filfolensis:1.0159774371126105):1.1499524906410366):0.2253009550944438):0.401369449604774):0.006026680191297738):4.31582635437706);"
lac,3,8,-13966650.64512711,"((Zootoca_vivipara:2.3074924879782435,Lacerta_agilis:0.00193264498751266):4.459377524954549,((Podarcis_siculus:2.697839632502279,((((Podarcis_liolepis:0.16875447884562397,(Podarcis_bocagei:0.07989827655925943,Podarcis_vaucheri:0.3002125390016156):0.39171482501735955):0.42200315959069995,((Podarcis_tiliguerta:2.0300584311136145,Podarcis_pityusensis:1.631457283401867):0.2215210779447717)#H2:0.9087151861729024::0.1471820886185502):2.1253441287906636)#H1:3.641418512375981::0.4323463169365235,(#H1:8.99618818778611::0.5676536830634765,(Podarcis_muralis:0.6782680491316447,(Podarcis_raffonei:0.027823227810105156)#H3:0.12095425845350166::0.096206725431489):0.0614389714569903):7.723285357084588):0.39394604772156044):0.1469120815256092,(#H2:0.636353363730074::0.8528179113814498,(((Podarcis_melisellensis:0.8135332446141295,Podarcis_gaigeae:5.633436360397209):0.9161163060482939,(Podarcis_cretensis:1.771797583638203,Podarcis_erhardii:1.429543733056696):1.7504769037406538):0.8134309682531695,(#H3:1.5229591495509567::0.903793274568511,Podarcis_filfolensis:1.674344822548305):0.9366230235044435):0.20917674422296065):0.39210569364166536):4.69693207019746);"
lac,3,9,-13966683.690476827,"((Zootoca_vivipara:2.6114283846001314,Lacerta_agilis:0.05212391765086044):3.962639322498932,((Podarcis_siculus:0.6882845116962091,(Podarcis_muralis:3.736526082101748,((Podarcis_bocagei:6.8719958306430335,(Podarcis_liolepis:0.5447640723388691,Podarcis_vaucheri:0.49347490681262185):0.003455465802488008):2.2560844512686127)#H1:0.8964978468358569::0.6875969351904527):6.968428517605906):0.11719305088621239,((((Podarcis_melisellensis:5.584435461242961,Podarcis_gaigeae:0.923948772963175):1.352487878703981,(Podarcis_cretensis:3.256048090841027,Podarcis_erhardii:2.436613746117054):2.354109301586201):0.8128573613857211,(((Podarcis_tiliguerta:1.8696501912844168,Podarcis_pityusensis:2.861481333959037):0.0767992610220407)#H2:0.9593269627422195::0.37696867146988516,(Podarcis_raffonei:4.573928459430315,Podarcis_filfolensis:2.6226872592304957):0.7256433366459513):0.1022196537208282):0.42524832738496576,(#H1:2.7638401993807795::0.3124030648095473,#H2:2.620892989957613::0.6230313285301148):1.8353406760535946):0.1450022866324545):4.362513656058856);"
lac,3,10,-13967470.53688962,"((Zootoca_vivipara:2.056012416133536,Lacerta_agilis:1.5664947153065292):3.90763179318398,((Podarcis_siculus:3.5015258650648997,(((Podarcis_tiliguerta:1.4762330583568861,Podarcis_pityusensis:1.3669208714937255):0.0677787382886197)#H1:1.153281508826993::0.8179936748849469,(((Podarcis_raffonei:0.37723057008595795)#H3:3.693359623234909::0.21421327815456748)#H2:1.0::0.536495556687,(((Podarcis_melisellensis:3.448311944646857,Podarcis_gaigeae:0.2716352713813402):1.42009342738539,(Podarcis_erhardii:2.9179053958884227,Podarcis_cretensis:0.10775424479687834):1.6347063114191658):0.7866227750021828,(Podarcis_filfolensis:1.0159774371126105,#H3:4.665095459766917::0.7857867218454325):1.4282379000913632):0.1302371589679368):0.10730958695336235):0.3423354381319176):0.018771542628373106,((#H2:1.8559857906486248::0.463504443313,Podarcis_muralis:0.4392071943830985):0.02792558579605442,(#H1:0.5802943772284119::0.1820063251150531,(Podarcis_bocagei:0.08106923316930903,(Podarcis_vaucheri:0.30066081383619186,Podarcis_liolepis:4.580579973963859):0.025210301826106916):1.3786235225360126):0.539833657493005):1.153187949971955):4.511864715591225);"
zoo,1,1,-13983065.50515417,"((Lacerta_agilis:1.7455332896150813,Zootoca_vivipara:3.559288990758583):4.509616402187857,((((Podarcis_filfolensis:3.935055038165765,Podarcis_raffonei:0.901496750485888):0.7192267567401924,((Podarcis_gaigeae:1.1478801141130264,Podarcis_melisellensis:1.103555859476122):1.4947258838846023,(Podarcis_cretensis:0.46354924920952234,Podarcis_erhardii:5.10113304960241):1.8954609550404085):0.7997513120326163):0.1610686546396803,((Podarcis_pityusensis:0.7296043046654175,Podarcis_tiliguerta:3.0691924309612277):0.16528179220022832)#H1:1.0882923611496487::0.7935745261203581):0.396996437748771,(Podarcis_siculus:2.232975087513261,(Podarcis_muralis:2.178431143888311,(#H1:1.5877405491930072::0.20642547387964194,((Podarcis_bocagei:0.06600364086854316,Podarcis_vaucheri:2.513333104726952):0.44170062568313406,Podarcis_liolepis:1.7017483073284008):1.5750747333701005):0.6603140702974744):1.068047788063546):0.08274534426099062):4.5703173732508695);"
zoo,1,2,-13991432.226920515,"((Lacerta_agilis:4.75304565144215,Zootoca_vivipara:2.0554932544507816):3.8185857226586637,((Podarcis_siculus:1.9126233472347347,(Podarcis_muralis:6.722922104399116,((Podarcis_vaucheri:0.6551973682360037,Podarcis_bocagei:1.1756996006604092):0.2369814211804655,(Podarcis_liolepis:1.052611813008344,((Podarcis_pityusensis:3.45131909675539,Podarcis_tiliguerta:0.012004083085309016):0.17103328003304274)#H1:0.1785139046579237::0.11200503129902606):0.4285495205855224):2.47971812722788):1.0525084784325476):0.08751573135653772,(((Podarcis_filfolensis:1.7765883179298672,Podarcis_raffonei:0.001727553997429923):0.729418607029703,((Podarcis_erhardii:0.7494550745432849,Podarcis_cretensis:0.035907162310924834):1.5784401795379694,(Podarcis_gaigeae:0.818617612620151,Podarcis_melisellensis:2.1878487414205825):1.4998804591904056):0.8875804129249113):0.23609520946046517,#H1:0.6381141610627507::0.8879949687009739):0.2871555952630511):4.675929984278795);"
zoo,1,3,-13994768.07146883,"((Lacerta_agilis:4.75304565144215,Zootoca_vivipara:2.0554932544507816):3.759635398615376,((Podarcis_siculus:1.9126233472347347,(Podarcis_muralis:6.722922104399116,(((Podarcis_liolepis:1.052611813008344,Podarcis_vaucheri:0.4881650765201706):0.03723983337697924,Podarcis_bocagei:1.1756996006604092):0.3116777270149125,((Podarcis_tiliguerta:0.012004083085309016,Podarcis_pityusensis:3.45131909675539):0.1564078803332557)#H1:0.967548917812727::0.12761904566277038):2.5366435841140267):1.0855197283839533):0.10665588240571951,(((Podarcis_raffonei:0.001727553997429923,Podarcis_filfolensis:1.7765883179298672):0.8123887135507211,((Podarcis_melisellensis:2.1878487414205825,Podarcis_gaigeae:0.818617612620151):1.117834923529267,(Podarcis_erhardii:0.7494550745432849,Podarcis_cretensis:0.035907162310924834):1.7016897320416304):0.8353995438584373):0.20678234667844436,#H1:0.7794436365900347::0.8723809543372296):0.31249262320346516):4.465451033309925);"
zoo,1,4,-14003281.09737425,"((Lacerta_agilis:1.4959251452442537,Zootoca_vivipara:0.48011746889459517):4.510497974501768,((Podarcis_siculus:0.5034976356695329,(((Podarcis_vaucheri:1.3990418153983177,(Podarcis_liolepis:0.6319416931640423,Podarcis_bocagei:7.152583279642245):0.2960804670642299):2.443936171951612)#H1:0.2929204513827349::0.7235612330269408,Podarcis_muralis:1.2766730586691506):3.2209569168167427):0.10242215989094865,((((Podarcis_erhardii:1.1288169941861959,Podarcis_cretensis:1.048207691212996):2.277425642351177,(Podarcis_gaigeae:2.7204029342918785,Podarcis_melisellensis:9.94889104259364):1.6224674906315077):0.8537759096479622,(Podarcis_filfolensis:1.239881795641263,Podarcis_raffonei:1.8516528162694734):0.6652725526259662):0.2592954130868048,(#H1:5.4637942617125415::0.27643876697305925,(Podarcis_pityusensis:2.167669539257778,Podarcis_tiliguerta:0.8023375371658792):0.06857295459515067):0.5984062606056668):0.2918611856158252):4.567597678333504);"
zoo,1,5,-14005072.648315256,"((Lacerta_agilis:0.22180703953209063,Zootoca_vivipara:4.201075545397449):3.5545947274246847,((Podarcis_siculus:6.931560117812269,(Podarcis_muralis:2.1267736902872167,((Podarcis_vaucheri:3.8458560495320455,(Podarcis_bocagei:0.15566413324880118,Podarcis_liolepis:1.9719210824138769):0.04050426177225375):2.599625257912063)#H1:0.37923336322439644::0.7571714610304066):3.1123199881910155):0.09844707948219822,(((Podarcis_filfolensis:1.774080002524573,Podarcis_raffonei:0.2307150433563656):0.836577137354296,((Podarcis_cretensis:0.2653114071549407,Podarcis_erhardii:6.446292240944761):1.7594354164898358,(Podarcis_gaigeae:1.46632228339843,Podarcis_melisellensis:1.2864753353367258):1.408298483854851):0.8488406419980142):0.21847127757652046,(Podarcis_pityusensis:0.9312499812462081,(Podarcis_tiliguerta:3.2023051208196804,#H1:2.076664426716626::0.24282853896959344):0.41058737793714933):0.6627213030890722):0.3253904457937045):4.981523012447187);"
zoo,1,6,-14005073.782072833,"((Zootoca_vivipara:2.0554932544507816,Lacerta_agilis:4.75304565144215):3.8296534197776464,((((Podarcis_raffonei:0.001727553997429923,Podarcis_filfolensis:1.7765883179298672):0.6825681927563342,((Podarcis_melisellensis:2.1878487414205825,Podarcis_gaigeae:0.818617612620151):1.0495544645724753,(Podarcis_cretensis:0.035907162310924834,Podarcis_erhardii:0.7494550745432849):1.8285977491102208):0.8551182606081561):0.29706684491612023,((Podarcis_pityusensis:3.45131909675539,Podarcis_tiliguerta:0.012004083085309016):0.17141039155026233)#H1:0.7089005656174954::0.8723809543372296):0.3323805689946686,(Podarcis_siculus:1.9126233472347347,(Podarcis_muralis:6.722922104399116,(Podarcis_bocagei:1.1756996006604092,(#H1:0.967548917812727::0.12761904566277038,(Podarcis_vaucheri:0.4881650765201706,Podarcis_liolepis:1.052611813008344):0.003723154406139066):0.012651388566994399):2.777808022552504):1.1036583253987535):0.10665588240571951):4.390423024167103);"
zoo,1,7,-14006981.189202143,"((Lacerta_agilis:1.4959251452442537,Zootoca_vivipara:0.48011746889459517):4.706638265791784,(((((Podarcis_gaigeae:2.7204029342918785,Podarcis_melisellensis:9.94889104259364):1.627322819959685,(Podarcis_cretensis:1.048207691212996,Podarcis_erhardii:1.1288169941861959):2.4733117383789773):0.8101007537342398,(Podarcis_filfolensis:1.239881795641263,Podarcis_raffonei:1.8516528162694734):0.4818393599500412):0.28026449413238547,(Podarcis_tiliguerta:0.4370733721259923,(Podarcis_pityusensis:1.5182842551474678,(((Podarcis_vaucheri:1.3990418153983177,Podarcis_liolepis:0.65469003557943):0.10309832647590841,Podarcis_bocagei:7.152583279642245):2.095873922054077)#H1:4.2200634796777905::0.25835261698782164):0.30352130368946606):0.8110700256170128):0.31073986995514047,(Podarcis_siculus:0.5034976356695329,(Podarcis_muralis:1.2766730586691506,#H1:0.15298004341212193::0.7416473830121784):2.4727642270028594):0.10183119611828154):4.512557745186731);"
zoo,1,8,-14008391.061881667,"((Zootoca_vivipara:0.9086429791548594,Lacerta_agilis:1.1555657405698185):4.396654791817072,((Podarcis_muralis:1.1545328795936536,((Podarcis_liolepis:8.952923992101995,(Podarcis_vaucheri:0.035689565159990354,Podarcis_bocagei:1.6997487115696384):0.6415249631401686):1.7173675340130798)#H1:2.2664233873514514::0.7786988828345992):2.0929588161349337,(Podarcis_siculus:4.3539275254493575,((((Podarcis_gaigeae:3.9108037954195725,Podarcis_melisellensis:11.116661195979294):1.1422953866264385,(Podarcis_erhardii:3.8306983895036657,Podarcis_cretensis:2.8754201986309305):1.4255295314676166):0.8647722691198771,(Podarcis_raffonei:1.4680597935387363,Podarcis_filfolensis:3.169373213391702):0.8466642841696719):0.267283064700206,(Podarcis_tiliguerta:1.7099640607732463,(Podarcis_pityusensis:4.295875823662157,#H1:1.9058452034006272::0.2213011171654008):0.4781745344568321):0.6092628023697664):0.24196362824316997):0.026736915870558826):4.841161697832404);"
zoo,1,9,-14008926.319109425,"((Zootoca_vivipara:1.895971383699833,Lacerta_agilis:0.10674792558947185):5.336327275444604,((Podarcis_muralis:3.8891251319955957,((Podarcis_liolepis:2.36902311235774,(Podarcis_bocagei:2.120769787960553,Podarcis_vaucheri:2.3322006075038555):0.19664541694177182):0.894836274631635,((Podarcis_tiliguerta:0.5994199313341877,Podarcis_pityusensis:1.5082127890103423):0.26469547496055185)#H1:1.5617556433546638::0.13242583694701715):1.584548414126969):1.1602206944306206,(Podarcis_siculus:1.715922522895492,((((Podarcis_cretensis:10.603896899631582,Podarcis_erhardii:2.2065406600619326):1.750511408264924,(Podarcis_melisellensis:5.12946163699481,Podarcis_gaigeae:0.45239916157608595):0.9762866984804538):0.9213169946600676,(Podarcis_raffonei:1.6444644595478892,Podarcis_filfolensis:5.208086902150852):0.9271756557626236):0.2092315542072902,#H1:0.44318383926324534::0.8675741630529828):0.28726228405712406):0.0076497977050142725):4.797632162554623);"
zoo,1,10,-14009154.385232588,"((Lacerta_agilis:1.9687856601569735,Zootoca_vivipara:1.1920243543372058):3.8217121294709084,((Podarcis_siculus:1.276172678863536,(Podarcis_muralis:0.9205142486606446,((Podarcis_vaucheri:1.5732650290668242,(Podarcis_bocagei:0.9127075305411667,Podarcis_liolepis:7.87972848114264E-5):0.026234000049635168):1.0219173196230928,((Podarcis_pityusensis:2.126971547826353,Podarcis_tiliguerta:0.09744288291112752):0.307418520142673)#H1:0.5920291281773349::0.15585974112302292):1.8033150919592913):1.0896427213650173):0.10169547323901995,(((Podarcis_filfolensis:7.430989537809529,Podarcis_raffonei:0.9165846686965868):0.7474561592949293,((Podarcis_melisellensis:5.381909008116924,Podarcis_gaigeae:5.752477937673429):1.6964979431042029,(Podarcis_erhardii:0.44397670030315006,Podarcis_cretensis:1.005608108808541):1.8116530091436718):0.6656496509041405):0.2555975885245875,#H1:1.1469144522047248::0.8441402588769771):0.3009001808808555):4.589485368709035);"
zoo,2,1,-13982452.010118585,"((Zootoca_vivipara:1.9666899331891763,Lacerta_agilis:0.1270627556624384):4.106178786083641,((Podarcis_siculus:2.530184921512638,(Podarcis_muralis:3.6723571185672252,((Podarcis_liolepis:0.9766658768355059,(Podarcis_vaucheri:3.140335882152674,Podarcis_bocagei:12.881377176113205):0.5705551842100453):2.2589560742966897)#H1:0.3572327039551306::0.7929613082818971):2.466984035012358):0.12113510480700293,(((Podarcis_raffonei:2.647019782173601,Podarcis_filfolensis:1.0398717287427868):0.7124823380311951,((Podarcis_melisellensis:5.054890163305618,Podarcis_gaigeae:1.9208159142608343):0.9995655994417336,(Podarcis_cretensis:3.149010914260927,Podarcis_erhardii:3.665449869606184E-4):1.991340196502084):0.8133276218343145):0.27842486096070274,(Podarcis_tiliguerta:8.261724818183279,(Podarcis_pityusensis:0.8854607838795996,#H1:0.42910201520081787::0.20703869171810285):1.979157024705489):0.6558204709853669):0.309646053723174):4.5830438673785);"
zoo,2,2,-13985747.081892928,"((Zootoca_vivipara:1.714559101931088,Lacerta_agilis:0.9899479899796724):4.139695276046985,((Podarcis_siculus:1.925413906429593,(Podarcis_muralis:2.73304846386565,(((Podarcis_pityusensis:4.054582775604084,Podarcis_tiliguerta:1.5437117835342038):0.3163840257784516)#H1:0.12300649473216492::0.16675279073155158,(Podarcis_liolepis:5.215674201395111,(Podarcis_vaucheri:3.3021364511766165,Podarcis_bocagei:2.3640745773403395):0.1450212589745566):0.6845931406395803):1.93700156670712):0.957692676614066):0.11460457406372468,(#H1:0.41174535511380855::0.8332472092684484,(((Podarcis_melisellensis:3.7211725345864073,Podarcis_gaigeae:2.1097099178273817):1.2842009055310608,(Podarcis_cretensis:1.7968320741601929,Podarcis_erhardii:1.2674338238727825):1.8573852345242234):0.7986414926071831,(Podarcis_filfolensis:1.8998801226553041,Podarcis_raffonei:0.6181041422724598):0.7247860699985823):0.24281015530024852):0.3464879241078819):4.507709804644774);"
zoo,2,3,-13989881.068827715,"((Zootoca_vivipara:2.233686398781024,Lacerta_agilis:1.7553023134118857):4.365609216232028,((((Podarcis_tiliguerta:0.1381093312720556,Podarcis_pityusensis:6.367019215157013):0.08372291284112576)#H1:0.8459150434128333::0.3951967038387981,(((Podarcis_raffonei:2.321576568600902,Podarcis_filfolensis:1.0450228774288357):0.7182377406706989,((Podarcis_melisellensis:0.05425892243340025,Podarcis_gaigeae:2.4943917631263393):1.1131940163489118,(Podarcis_erhardii:1.0276738820227778,Podarcis_cretensis:4.834727945629648):1.684288467170705):0.784022284205085):0.19384564308587063,(#H1:0.6974748853439328::0.6048032961612019)#H2:3.2122222776118647::0.8031983602280399):0.00902085939336833):0.33002890736734936,(Podarcis_siculus:3.3319495315733096,(Podarcis_muralis:7.267141906180202,(((Podarcis_vaucheri:0.4019538833207831,Podarcis_bocagei:6.027771403353118):0.28493415009563344,Podarcis_liolepis:3.640462678038233):0.782530030883949,#H2:3.099827255089053::0.19680163977196008):1.81038784233787):1.1479534880863025):0.06885814500589219):4.812044946896699);"
zoo,2,4,-13992725.226226635,"((Zootoca_vivipara:2.233686398781024,Lacerta_agilis:1.7553023134118857):3.041052893614384,((((Podarcis_pityusensis:5.627807431009641,Podarcis_tiliguerta:0.70896498368975):0.12323952183594013)#H1:1.0562779517422058::0.800774962669743,(((Podarcis_gaigeae:10.763600436437336,Podarcis_melisellensis:1.0992586985928958):1.7394853193472293,(Podarcis_erhardii:1.0276738820227778,Podarcis_cretensis:4.834727945629648):1.9281322283143325):0.8022269504605218,(Podarcis_filfolensis:2.4774565067198075,Podarcis_raffonei:0.8891429393099302):0.7329504526358643):0.15802953331397707):0.4111360818225602,(Podarcis_siculus:3.4897206543948984,(Podarcis_muralis:7.308401623931973,(#H1:3.472078844036746::0.19922503733025698,(Podarcis_liolepis:1.0452565320425622,((Podarcis_vaucheri:0.8200865168727139)#H2:1.0149978728901132::0.47888379201803777,(Podarcis_bocagei:6.158431002998498,#H2:0.011251296634424765::0.5211162079819622):0.11805577646409657):0.14409596831230334):1.539556434307192):0.7191232795749071):1.164305052494275):0.041541167423963105):4.500328160657063);"
zoo,2,5,-13993081.935360862,"((Zootoca_vivipara:2.233686398781024,Lacerta_agilis:1.7553023134118857):3.5994840482889865,((Podarcis_siculus:3.4897206543948984,(Podarcis_muralis:7.267141906180201,((((Podarcis_tiliguerta:0.70896498368975,Podarcis_pityusensis:5.627807431009641):0.1483275724292992)#H2:2.1419916637769143::0.15768903025325262)#H1:1.1708235989349376::0.591592649294296,(Podarcis_liolepis:1.703139291378059,(#H1:1.0318501261281818::0.408407350705704,(Podarcis_vaucheri:0.8313378135071388,Podarcis_bocagei:6.158431002998498):0.04082143136394262):0.21783319001021312):1.5764839615946444):1.085212920899569):1.1403723117458866):0.09558589353736169,(#H2:0.6210898211703109::0.8423109697467474,(((Podarcis_gaigeae:10.763600436437336,Podarcis_melisellensis:1.0992586985928958):1.6669914552222795,(Podarcis_cretensis:4.834727945629648,Podarcis_erhardii:1.0276738820227778):1.9707865609120172):0.9010287135769216,(Podarcis_raffonei:0.8891429393099302,Podarcis_filfolensis:2.4774565067198075):0.5641248269351375):0.1936434478004269):0.3753876521090205):4.806815976597402);"
zoo,2,6,-13993695.49297036,"((Lacerta_agilis:1.7553023134118857,Zootoca_vivipara:2.233686398781024):3.2633148076116734,((Podarcis_siculus:3.4897206543948984,(Podarcis_muralis:7.308401623931973,(((Podarcis_tiliguerta:0.70896498368975,Podarcis_pityusensis:5.627807431009641):0.1085577589048728)#H1:3.7327118922614266::0.17333963870899638,((Podarcis_liolepis:0.55094217059962)#H2:0.49431436144294216::0.5575668026326505,((Podarcis_vaucheri:0.8313378135071388,Podarcis_bocagei:6.158431002998498):0.051500126062670425,#H2:1.0149978728901132::0.44243319736734954):0.22641045008139066):1.592961972553495):0.8198243583560021):0.9345440407728047):0.12407684869000517,(#H1:0.7523058541809453::0.8266603612910036,(((Podarcis_gaigeae:10.763600436437336,Podarcis_melisellensis:1.0992586985928958):1.7250163549494,(Podarcis_erhardii:1.0276738820227778,Podarcis_cretensis:4.834727945629648):1.790029540487642):0.8490629425672103,(Podarcis_raffonei:0.8891429393099302,Podarcis_filfolensis:2.4774565067198075):0.6621531774894973):0.1988840273446233):0.3454997087129749):4.553632298145507);"
